Created_at,Location,Retweet_Count,Favorite_Count,Tweet
,,,,
2/21/2020 5:37,,12,0,"b'RT @SafaricomPLC: Good morning, we are super excited to handover the 5th apartment today to one of our customers. How many points do you ha\xe2\x80\xa6'"
,,,,
2/21/2020 5:37,,0,1,b'Successful people have high Emotional Quotient. Having a stable emotion &amp; The ability to relate with everyone else\xe2\x80\xa6 https://t.co/27DORaLLC6'
,,,,
2/21/2020 5:36,,0,0,b'@984inthemorning Congratulations on receiving 112 entries in the Lipa na M-PESA promotion for transaction OBA7YK8ID\xe2\x80\xa6 https://t.co/A22UD63UAs'
,,,,
2/21/2020 5:36,,30,0,b'RT @SafaricomPLC: 2 More Apartments to go! Could you be our next lucky winner? How about you continue making your payments using Lipa Na M-\xe2\x80\xa6'
,,,,
2/21/2020 5:33,,1,0,"b'RT @JeyDoe_: BULB CCTVS 360 degree panoramic view and can be accessed remotely with lighting option@ KSH 2,800 whatsup us https://t.co/p7oX\xe2\x80\xa6'"
,,,,
2/21/2020 5:33,,16,0,b'RT @lucky_ouma: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and retwe\xe2\x80\xa6'
,,,,
2/21/2020 5:33,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 5:32,,0,5,b'\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f a\xe2\x80\xa6 https://t.co/twHKAan8Od'
,,,,
2/21/2020 5:32,,16,0,b'RT @lucky_ouma: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and retwe\xe2\x80\xa6'
,,,,
2/21/2020 5:31,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 5:30,,0,0,b'rather than advertise for houses first better your services to your customers. i am one unhappy customer and i regr\xe2\x80\xa6 https://t.co/q7A2CfDLW0'
,,,,
2/21/2020 5:30,,0,0,"b'Get quality FOUR CCTVS, Fully packaged kit. WITH ONE year warranty guarantee @KSH.25,000 whatsup us\xe2\x80\xa6 https://t.co/40ZfU5qFQk'"
,,,,
2/21/2020 5:29,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 5:29,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
2/21/2020 5:29,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 5:29,,0,2,"b""Maybe I hang around people who are not lucky but I've never seen (real people) from my village,estate or workplace\xe2\x80\xa6 https://t.co/kjKw8jVhO1"""
,,,,
2/21/2020 5:28,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
2/21/2020 5:28,,1,0,"b'BULB CCTVS 360 degree panoramic view and can be accessed remotely with lighting option@ KSH 2,800 whatsup us\xe2\x80\xa6 https://t.co/djwobTbE7R'"
,,,,
2/21/2020 5:28,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 5:27,,0,0,b'@SafaricomPLC 209 points #domorewithmpesa'
,,,,
2/21/2020 5:26,,42,0,b'RT @SafaricomPLC: M-PESA is where it\xe2\x80\x99s at! Remember to Lipa Na M-PESA and you could be one of our lucky winners. Learn more https://t.co/9Q\xe2\x80\xa6'
,,,,
2/21/2020 5:26,,0,0,"b'Point of Sale System (POS) software for shops,hotels ,chemists, minishops supermarket,with inventory stock control,\xe2\x80\xa6 https://t.co/PldVRnxwyX'"
,,,,
2/21/2020 5:26,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 5:25,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 5:25,,0,1,"b'OFFICE PHONES , DESKTOP PHONES FOR SALE OPEN TO ALL LINES@ONLY KSH.4,000 whatsup us https://t.co/p7oXD8urUj\xe2\x80\xa6 https://t.co/bJec1ayTUb'"
,,,,
2/21/2020 5:25,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 5:25,,16,0,b'RT @lucky_ouma: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and retwe\xe2\x80\xa6'
,,,,
2/21/2020 5:24,,41,0,b'RT @GeorgeOnsase: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and ret\xe2\x80\xa6'
,,,,
2/21/2020 5:24,,41,149,b'\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f a\xe2\x80\xa6 https://t.co/cWG1vcTo5O'
,,,,
2/21/2020 5:24,,0,2,b'Modified Harley Davidson Breakout 114 \n\nYom:2019\nCapacity:1868 Cc\nTransmission:Manual\nMileage:15 Kms\nFuel Type:Petr\xe2\x80\xa6 https://t.co/TRgiSNcIDA'
,,,,
2/21/2020 5:23,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
2/21/2020 5:23,,12,96,"b'Good morning, we are super excited to handover the 5th apartment today to one of our customers. How many points do\xe2\x80\xa6 https://t.co/6AklEZPnVK'"
,,,,
2/21/2020 5:23,,0,2,"b'Refurbished core i 3 desktop FULL SET with 4 gb ram, 500 GB hard disk, 19 inch monitor @ Ksh 14,000. \xe2\x98\x8e\xef\xb8\x8f 0718356976\xe2\x80\xa6 https://t.co/kpOmVJ46Ub'"
,,,,
2/21/2020 5:22,,16,0,b'RT @lucky_ouma: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and retwe\xe2\x80\xa6'
,,,,
2/21/2020 5:22,,16,0,b'RT @lucky_ouma: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and retwe\xe2\x80\xa6'
,,,,
2/21/2020 5:22,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
2/21/2020 5:22,,1,0,"b'RT @JeyDoe_: FOUR  CCTVS,Fully packaged CCTV kit. Items have a year warranty guarantee @KSH.25,000 whatsup us https://t.co/p7oXD8urUj\n#DoMo\xe2\x80\xa6'"
,,,,
2/21/2020 5:21,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
2/21/2020 5:21,,0,2,"b'Get quality FOUR CCTVS, Fully packaged kit. WITH ONE year warranty guarantee @KSH.25,000 whatsup us\xe2\x80\xa6 https://t.co/fnYMP8hrdP'"
,,,,
2/21/2020 5:21,,16,0,b'RT @lucky_ouma: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and retwe\xe2\x80\xa6'
,,,,
2/21/2020 5:20,,0,0,"b'Avoid employee theft and general stock losses in your b/s have a reliable point of sale system@Ksh15,000 whatsup us\xe2\x80\xa6 https://t.co/7w1AhO9KeF'"
,,,,
2/21/2020 5:20,,16,0,b'RT @lucky_ouma: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and retwe\xe2\x80\xa6'
,,,,
2/21/2020 5:20,,0,1,"b'Get quality FOUR CCTVS, Fully packaged kit. WITH ONE year warranty guarantee @KSH.25,000 whatsup us\xe2\x80\xa6 https://t.co/3KhqQ3bbNH'"
,,,,
2/21/2020 5:19,,0,1,"b'BULB CCTVS 360 degree panoramic view and can be accessed remotely with lighting option@ KSH 2,800 whatsup us\xe2\x80\xa6 https://t.co/smYtvvISSy'"
,,,,
2/21/2020 5:19,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
2/21/2020 5:19,,16,0,b'RT @njiiru: me with my kaoffspring chilling after winning our house #DoMoreWithMPESA https://t.co/bRjg4MILmZ'
,,,,
2/21/2020 5:18,,16,0,b'RT @lucky_ouma: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and retwe\xe2\x80\xa6'
,,,,
2/21/2020 5:18,,0,1,"b'Point of Sale System (POS) software for shops,hotels ,chemists, minishops supermarket,with inventory stock control,\xe2\x80\xa6 https://t.co/aoeOpzZlOg'"
,,,,
2/21/2020 5:18,,16,0,b'RT @lucky_ouma: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f and retwe\xe2\x80\xa6'
,,,,
2/21/2020 5:17,,0,1,"b'COMPLETE DESKTOP WITH 2GB RAM,DUO CORE, 3.0GHZ,160GB ,WITH MONITOR 17 INCHES @KSH 9,500 whatsup us\xe2\x80\xa6 https://t.co/GQG9f3aZ9p'"
,,,,
2/21/2020 5:16,,1,1,"b'FOUR  CCTVS,Fully packaged CCTV kit. Items have a year warranty guarantee @KSH.25,000 whatsup us\xe2\x80\xa6 https://t.co/5MZVOX0135'"
,,,,
2/21/2020 5:16,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
2/21/2020 5:16,,0,0,"b'Men!men!men!how many times did i call you \xf0\x9f\x98\x82\xf0\x9f\x98\x82 to #DoMoreWithMPESA call me we talk,all sizes available https://t.co/iWsy6Xdy84'"
,,,,
2/21/2020 5:16,,30,0,b'RT @SafaricomPLC: 2 More Apartments to go! Could you be our next lucky winner? How about you continue making your payments using Lipa Na M-\xe2\x80\xa6'
,,,,
2/21/2020 5:16,,0,2,"b'COMPLETE DESKTOP WITH 2GB RAM, DUO CORE ,3.0GHZ, 160GB ,WITH MONITOR 17 INCHES @ KSH 9,500 whatsup us\xe2\x80\xa6 https://t.co/iNcZzl5Yow'"
,,,,
2/21/2020 5:15,,16,88,b'\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nTurn on my notifications to gain active followers \xf0\x9f\x94\x94\xf0\x9f\x94\x94\xe2\x9c\x94\xef\xb8\x8f\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\nFollow all likes\xe2\x9d\xa4\xef\xb8\x8f a\xe2\x80\xa6 https://t.co/Qpo41cVN11'
,,,,
2/21/2020 5:15,,0,8,b'\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow who\xe2\x80\xa6 https://t.co/iEup2VeW4u'
,,,,
2/21/2020 5:14,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
2/21/2020 5:13,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
2/21/2020 5:13,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
2/21/2020 5:12,,0,0,"b'Distributors needed for 1500 daily plus allowances and bonus. Should be located within Nairobi,nakuru,kericho,eldor\xe2\x80\xa6 https://t.co/2CUjQRs8wy'"
,,,,
2/21/2020 5:12,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
2/21/2020 5:12,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
2/21/2020 5:11,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
2/21/2020 5:10,,22,0,b'RT @TashaKiss3: \xf0\x9f\x87\xb0\xf0\x9f\x87\xaaMORNING GAIN\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaARE YOU ACTIVE?? \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\nBoost your Twitter audience now\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaLike and Retweet\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa\n\n\xf0\x9f\x87\xb0\xf0\x9f\x87\xaaDrop and follow whoever lik\xe2\x80\xa6'
,,,,
